Numero (col C),Debito - Cuenta (col F),Debito - Descripción (col G),AP - Cuenta (col F),AP - Descripción (col G)
6379,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6380,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6381,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6382,5145400000,FLOTA Y EQUIPO DE TRANSPORTE  ,2335960100,LEG CM FC                     
6383,5145400000,FLOTA Y EQUIPO DE TRANSPORTE  ,2335960100,LEG CM FC                     
6384,5195300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
6385,7395350100,COMBUSTIBLE Y LUBRICANTES     ,2335960100,LEG CM FC                     
6386,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6387,7395350100,COMBUSTIBLE Y LUBRICANTES     ,2335960100,LEG CM FC                     
6388,5145400000,FLOTA Y EQUIPO DE TRANSPORTE  ,2335960100,LEG CM FC                     
6389,1405150100,EMPAQUE                       ,2205050000,MATERIA PRIMA                 
6390,5395950000,OTROS-POS Y SIN REQUISITOS DED,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6391,7395350200,GAS LICUADO PETROLEO          ,2205050000,MATERIA PRIMA                 
6392,7395350200,GAS LICUADO PETROLEO          ,2205050000,MATERIA PRIMA                 
6393,7395950200,HERRAMIENTAS Y ACTIVOS DE MENO,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6394,7395950200,HERRAMIENTAS Y ACTIVOS DE MENO,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6395,5135950300,SERVICIOS DE INTERNET         ,2335500000,SERVICIOS PUBLICOS            
6396,7335600000,SERVICIO DE FUMIGACION        ,2335950600,SERVICIOS DE FUMIGACION       
6397,7335600000,SERVICIO DE FUMIGACION        ,2335950600,SERVICIOS DE FUMIGACION       
6398,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6399,5155950100,PEAJES                        ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6400,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6401,5150950000,OTROS                         ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6402,7320100000,CONSTRUCICONES Y EDIFICACIONES,2335400000,ARRENDAMIENTOS                
6403,1425100102,FUNGICIDAS                    ,2205050000,MATERIA PRIMA                 
6404,7335950200,SERVICIOS DE LOGISTICA        ,2335950500,SERVICIIOS LOGISTICOS Y BODEGA
6405,5235950200,OTROS-SERVICIO REGISTRO BMC   ,2335200000,COMISIONES                    
6406,7335250000,ACUEDUCTO Y ALCANTARILLADO    ,2335500000,SERVICIOS PUBLICOS            
6407,1425100101,ABONOS Y FERTILIZANTES        ,2205050000,MATERIA PRIMA                 
6408,1425100401,FUMIGACION                    ,2335950600,SERVICIOS DE FUMIGACION       
6409,7395350200,GAS LICUADO PETROLEO          ,2205050000,MATERIA PRIMA                 
6410,7345150000,MAQUINARIA Y EQUIPO           ,2408050300,IVA DESCONTABLE POR SERVICIOS 
6411,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6412,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6413,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6414,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6415,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6416,1405050100,MATERIAS PRIMAS PARA MAQUINAS ,2205050000,MATERIA PRIMA                 
6417,1405050100,MATERIAS PRIMAS PARA MAQUINAS ,2205050000,MATERIA PRIMA                 
6418,5395950000,OTROS-POS Y SIN REQUISITOS DED,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6419,5145250000,EQUIPO DE COMPUTACION Y COMUNI,2335350000,SERVICIOS DE MANTENIMIENTO    
6420,5195250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6421,5195250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6422,5195250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6423,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6424,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6425,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6426,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6427,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6428,5195250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6429,5195300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
6430,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6431,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6432,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6433,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6434,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6435,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6436,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6437,5235400000,CORREO  PORTES Y TELEGRAMAS   ,2335960100,LEG CM FC                     
6438,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6439,7395250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6440,5135500000,TRANSPORTE  FLETES Y ACARREOS ,2335960100,LEG CM FC                     
6441,7395300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
6442,5235500000,TRANSPORTE  FLETES Y ACARREOS ,2335960100,LEG CM FC                     
6443,1435010100,PRODUCTOS NO FABRICADOS       ,2205050000,MATERIA PRIMA                 
6444,1435010100,PRODUCTOS NO FABRICADOS       ,2205050000,MATERIA PRIMA                 
6445,7395350100,COMBUSTIBLE Y LUBRICANTES     ,2335960100,LEG CM FC                     
6446,7395350100,COMBUSTIBLE Y LUBRICANTES     ,2335960100,LEG CM FC                     
6447,1405150100,EMPAQUE                       ,2205050000,MATERIA PRIMA                 
6448,7395950200,HERRAMIENTAS Y ACTIVOS DE MENO,2205050000,MATERIA PRIMA                 
6449,5305200100,INTERESES DEL PERIODO         ,2335550000,SEGUROS                       
6450,5305230000,INTERESES DE MORA             ,2335550000,SEGUROS                       
6451,7345150000,MAQUINARIA Y EQUIPO           ,2335350000,SERVICIOS DE MANTENIMIENTO    
6452,7205840000,GASTOS MEDICO Y DROGAS        ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6453,7395350200,GAS LICUADO PETROLEO          ,2205050000,MATERIA PRIMA                 
6454,5235500000,TRANSPORTE  FLETES Y ACARREOS ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6455,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6456,5195300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
6457,7395300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
6458,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6459,5195250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6460,7205510000,DOTACION Y SUMINISTRO A TRABAJ,2335960100,LEG CM FC                     
6461,5195300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
6462,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6463,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6464,7395300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
6465,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6466,7395250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6467,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6468,1430102400,RECHAZO                       ,2205050000,MATERIA PRIMA                 
6469,7395950200,HERRAMIENTAS Y ACTIVOS DE MENO,2205050000,MATERIA PRIMA                 
6470,5195250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6471,5110250000,ASESORIA JURIDICA             ,2335250000,HONORARIOS                    
6472,7395350100,COMBUSTIBLE Y LUBRICANTES     ,2335960100,LEG CM FC                     
6473,5135400000,CORREO  PORTES Y TELEGRAMAS   ,2335960100,LEG CM FC                     
6474,7335350000,TELEFONO                      ,2335500000,SERVICIOS PUBLICOS            
6475,5135500000,TRANSPORTE  FLETES Y ACARREOS ,2335960100,LEG CM FC                     
6476,5135350000,TELEFONO                      ,2335500000,SERVICIOS PUBLICOS            
6477,5135500000,TRANSPORTE  FLETES Y ACARREOS ,2335960100,LEG CM FC                     
6478,5135400000,CORREO  PORTES Y TELEGRAMAS   ,2335960100,LEG CM FC                     
6479,5235500000,TRANSPORTE  FLETES Y ACARREOS ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6480,1405050100,MATERIAS PRIMAS PARA MAQUINAS ,2205050000,MATERIA PRIMA                 
6481,1405050100,MATERIAS PRIMAS PARA MAQUINAS ,2205050000,MATERIA PRIMA                 
6482,1405050100,MATERIAS PRIMAS PARA MAQUINAS ,2205050000,MATERIA PRIMA                 
6483,1435010100,PRODUCTOS NO FABRICADOS       ,2205050000,MATERIA PRIMA                 
6484,7335500000,TRANSPORTE FLETES Y ACARREOS  ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6485,5140150000,TRAMITES Y LICENCIAS          ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6486,1420355000,TRANSPORTE FLETES Y ACARREOS  ,2335960100,LEG CM FC                     
6487,5135500000,TRANSPORTE  FLETES Y ACARREOS ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6488,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6489,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6490,5235500000,TRANSPORTE  FLETES Y ACARREOS ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6491,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6492,5235950500,SERVICIO LOGISTICO PALETIZADO ,2205050000,MATERIA PRIMA                 
6493,5235950500,SERVICIO LOGISTICO PALETIZADO ,2205050000,MATERIA PRIMA                 
6494,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6495,7335050000,ASEO Y VIGILANCIA             ,2335960100,LEG CM FC                     
6496,7395950200,HERRAMIENTAS Y ACTIVOS DE MENO,2205050000,MATERIA PRIMA                 
6497,7345150000,MAQUINARIA Y EQUIPO           ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6498,5195250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6499,5195300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
6500,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6501,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6502,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6503,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6504,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6505,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6506,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6507,5195300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
6508,5105950000,OTROS                         ,2335960100,LEG CM FC                     
6509,5135500000,TRANSPORTE  FLETES Y ACARREOS ,2335960100,LEG CM FC                     
6510,5135500000,TRANSPORTE  FLETES Y ACARREOS ,2335960100,LEG CM FC                     
6511,7395350100,COMBUSTIBLE Y LUBRICANTES     ,2335960100,LEG CM FC                     
6512,7395350100,COMBUSTIBLE Y LUBRICANTES     ,2335960100,LEG CM FC                     
6513,5140150000,TRAMITES Y LICENCIAS          ,2335960100,LEG CM FC                     
6514,1425100401,FUMIGACION                    ,2205050000,MATERIA PRIMA                 
6515,5235500000,TRANSPORTE  FLETES Y ACARREOS ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6516,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6517,1405150100,EMPAQUE                       ,2205050000,MATERIA PRIMA                 
6518,1430102000,CRISTAL                       ,2205050000,MATERIA PRIMA                 
6519,5235600000,PROPAGANDA Y PUBLICIDAD       ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6520,5145400000,FLOTA Y EQUIPO DE TRANSPORTE  ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6521,5395950000,OTROS-POS Y SIN REQUISITOS DED,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6522,7335300000,ENERGIA ELECTRICA             ,2335500000,SERVICIOS PUBLICOS            
6523,1405050100,MATERIAS PRIMAS PARA MAQUINAS ,2205050000,MATERIA PRIMA                 
6524,7205840000,GASTOS MEDICO Y DROGAS        ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6525,7345150000,MAQUINARIA Y EQUIPO           ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6526,5135500000,TRANSPORTE  FLETES Y ACARREOS ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6527,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6528,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6529,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6530,5235500000,TRANSPORTE  FLETES Y ACARREOS ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6531,5235500000,TRANSPORTE  FLETES Y ACARREOS ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6532,1405050100,MATERIAS PRIMAS PARA MAQUINAS ,2205050000,MATERIA PRIMA                 
6533,1405050100,MATERIAS PRIMAS PARA MAQUINAS ,2205050000,MATERIA PRIMA                 
6534,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6535,1430102400,RECHAZO                       ,2205050000,MATERIA PRIMA                 
6536,7335250000,ACUEDUCTO Y ALCANTARILLADO    ,2335500000,SERVICIOS PUBLICOS            
6537,1430102400,RECHAZO                       ,2205050000,MATERIA PRIMA                 
6538,5195250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6539,7395250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6540,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6541,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6542,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6543,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6544,5195300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
6545,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6546,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6547,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6548,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6549,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6550,5135950300,SERVICIOS DE INTERNET         ,2335500000,SERVICIOS PUBLICOS            
6551,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6552,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6553,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6554,7395350100,COMBUSTIBLE Y LUBRICANTES     ,2335960100,LEG CM FC                     
6555,7395350100,COMBUSTIBLE Y LUBRICANTES     ,2335960100,LEG CM FC                     
6556,7395350100,COMBUSTIBLE Y LUBRICANTES     ,2335960100,LEG CM FC                     
6557,5135500000,TRANSPORTE  FLETES Y ACARREOS ,2335960100,LEG CM FC                     
6558,5135500000,TRANSPORTE  FLETES Y ACARREOS ,2335960100,LEG CM FC                     
6559,5235500000,TRANSPORTE  FLETES Y ACARREOS ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6560,5235500000,TRANSPORTE  FLETES Y ACARREOS ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6561,5235500000,TRANSPORTE  FLETES Y ACARREOS ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6562,7395300000,UTILES  PAPELERIA Y FOTOCOPIAS,2205050000,MATERIA PRIMA                 
6563,7205840000,GASTOS MEDICO Y DROGAS        ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6564,7395300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6565,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6566,5235500000,TRANSPORTE  FLETES Y ACARREOS ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6567,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6568,7335950100,OTROS SERVICIOS               ,2335200000,COMISIONES                    
6569,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6570,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6571,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6572,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6573,1405050100,MATERIAS PRIMAS PARA MAQUINAS ,2205050000,MATERIA PRIMA                 
6574,7335600000,SERVICIO DE FUMIGACION        ,2335950600,SERVICIOS DE FUMIGACION       
6575,7335600000,SERVICIO DE FUMIGACION        ,2335950600,SERVICIOS DE FUMIGACION       
6576,1405050100,MATERIAS PRIMAS PARA MAQUINAS ,2205050000,MATERIA PRIMA                 
6577,1430102400,RECHAZO                       ,2205050000,MATERIA PRIMA                 
6578,7350150000,REPARACIONES LOCATIVAS        ,2205050000,MATERIA PRIMA                 
6579,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6580,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6581,7395300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
6582,5195300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
6583,5195250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6584,5195300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
6585,7395250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6586,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6587,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6588,7395300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
6589,7395300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
6590,1405050100,MATERIAS PRIMAS PARA MAQUINAS ,2205050000,MATERIA PRIMA                 
6591,5135500000,TRANSPORTE  FLETES Y ACARREOS ,2335960100,LEG CM FC                     
6592,7395300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
6593,7335950200,SERVICIOS DE LOGISTICA        ,2335950500,SERVICIIOS LOGISTICOS Y BODEGA
6594,1420551500,PASAJES AEREOS                ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6595,1420551500,PASAJES AEREOS                ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6596,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6597,7205510000,DOTACION Y SUMINISTRO A TRABAJ,2335960100,LEG CM FC                     
6598,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6599,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6600,5135400000,CORREO  PORTES Y TELEGRAMAS   ,2335960100,LEG CM FC                     
6601,5235500000,TRANSPORTE  FLETES Y ACARREOS ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6602,1420550500,ALOJAMIENTO Y MANUTENCION     ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6603,5195300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6604,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6605,7395350200,GAS LICUADO PETROLEO          ,2205050000,MATERIA PRIMA                 
6606,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6607,1430100100,ARROZ -EXCELSO                ,2205050000,MATERIA PRIMA                 
6608,7345150000,MAQUINARIA Y EQUIPO           ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6609,7335500000,TRANSPORTE FLETES Y ACARREOS  ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6610,5195250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6611,7395300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
6612,5195300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
6613,5195300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
6614,5195250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6615,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6616,5195300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
6617,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6618,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6619,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6620,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6621,7395250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6622,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6623,7335500000,TRANSPORTE FLETES Y ACARREOS  ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6624,7395950200,HERRAMIENTAS Y ACTIVOS DE MENO,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6625,5235500000,TRANSPORTE  FLETES Y ACARREOS ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6626,7205660000,GASTOS DEPORTIVOS Y DE RECREAC,2335960100,LEG CM FC                     
6627,1405150100,EMPAQUE                       ,2205050000,MATERIA PRIMA                 
6628,1430100100,ARROZ -EXCELSO                ,2205050000,MATERIA PRIMA                 
6629,7345150000,MAQUINARIA Y EQUIPO           ,2205050000,MATERIA PRIMA                 
6630,5235500000,TRANSPORTE  FLETES Y ACARREOS ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6631,5235500000,TRANSPORTE  FLETES Y ACARREOS ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6632,1430102400,RECHAZO                       ,2205050000,MATERIA PRIMA                 
6633,5195250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6634,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6635,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6636,5135500000,TRANSPORTE  FLETES Y ACARREOS ,2335960100,LEG CM FC                     
6637,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6638,5130950200,SEGURO TODO RIESGO            ,2335550000,SEGUROS                       
6639,7395400000,ENVASES Y EMPAQUES            ,2205050000,MATERIA PRIMA                 
6640,5235500000,TRANSPORTE  FLETES Y ACARREOS ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6641,1430100100,ARROZ -EXCELSO                ,2205050000,MATERIA PRIMA                 
6642,7395300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6643,5395950000,OTROS-POS Y SIN REQUISITOS DED,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6644,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6645,1405050100,MATERIAS PRIMAS PARA MAQUINAS ,2205050000,MATERIA PRIMA                 
6646,7335500000,TRANSPORTE FLETES Y ACARREOS  ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6647,5155050000,ALOJAMIENTO Y MANUTENCION     ,2335950400,OTROS COSTOS Y GASTOS POR PAGA
6648,7335500000,TRANSPORTE FLETES Y ACARREOS  ,2335250000,HONORARIOS                    
6649,7335500000,TRANSPORTE FLETES Y ACARREOS  ,2335450000,TRANSPORTES  FLETES Y ACARREOS
6650,5195300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
6651,5195250000,ELEMENTOS DE ASEO Y CAFETERIA ,2335960100,LEG CM FC                     
6652,7345150000,MAQUINARIA Y EQUIPO           ,2335960100,LEG CM FC                     
6653,5195650000,PARQUEADEROS                  ,2335960100,LEG CM FC                     
6654,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6655,5135500000,TRANSPORTE  FLETES Y ACARREOS ,2335960100,LEG CM FC                     
6656,5195350000,COMBUSTIBLES Y LUBRICANTES    ,2335960100,LEG CM FC                     
6657,5205660000,GASTOS DEPORTIVOS Y DE RECREAC,2335960100,LEG CM FC                     
6658,5195300000,UTILES  PAPELERIA Y FOTOCOPIAS,2335960100,LEG CM FC                     
